Job Title,Job Type,Company Name,Posted Date,Cities,States,Stipend,Start Date,Duration,Numer of Openings,Late date to apply,Skills
Blockchain Intern,Hybrid,Oracle India,07-06-2023,West Singhbhum,Jharkhand,Unpaid,Immediately,2 Months,60,30-06-2023,"Cryptography, Solidity, Web3"
Software Development Intern,Hybrid,Infosys,08-06-2023,Jorhat,Assam,Unpaid,Immediately,11 Months,1,31-07-2023,"Git, Python, Java"
Data Science Intern,Hybrid,TCS,08-06-2023,Dhakuakhana,Assam,Unpaid,Immediately,8 Weeks,2,20-07-2023,"Python, Power BI, R"
Cybersecurity Intern,Hybrid,Wipro,08-06-2023,Bihupuria,Assam,Unpaid,Immediately,8 Weeks,2,27-06-2023,"Linux, Networking, Cryptography, Security Tools, Firewalls"
Cloud Computing Intern,Hybrid,HCL Technologies,14-06-2023,Agartala,Tripura,Unpaid,Immediately,8 Weeks,2,30-06-2023,"Docker, Kubernetes, Azure"
AI & Machine Learning Intern,Remote,Tech Mahindra,14-06-2023,Agartala,Tripura,Unpaid,Immediately,8 Weeks,2,30-06-2023,"NLP, TensorFlow, Deep Learning, Scikit-learn, Python"
Web Development Intern,Hybrid,Accenture,14-06-2023,Agartala,Tripura,Unpaid,Immediately,8 Weeks,1,30-06-2023,"React, Node.js, MongoDB"
Mobile App Development Intern,Remote,Capgemini,14-06-2023,Agartala,Tripura,Unpaid,Immediately,8 Weeks,1,30-06-2023,"Dart, Swift, React Native"
UI/UX Design Intern,Hybrid,IBM India,14-06-2023,Agartala,Tripura,Unpaid,Immediately,8 Weeks,1,30-06-2023,"Wireframing, Figma, User Research, Adobe XD, Sketch"
DevOps Intern,Hybrid,Cognizant,14-06-2023,Agartala,Tripura,Unpaid,Immediately,8 Weeks,1,30-06-2023,"Jenkins, CI/CD, Git, Docker, Linux"
Blockchain Intern,Hybrid,Oracle India,14-06-2023,Barpeta,Assam,Unpaid,Immediately,2 Months,5,07-08-2023,"Hyperledger, Web3, Cryptography"
Software Development Intern,Remote,Infosys,15-06-2023,Barpeta,Assam,Unpaid,Immediately,2 Months,2,31-08-2023,"SQL, Git, C++, Problem Solving, Python"
Data Science Intern,Remote,TCS,16-06-2023,Biswanath,Assam,Unpaid,Immediately,12 Weeks,1,16-06-2023,"TensorFlow, Power BI, Pandas, SQL, Python"
Cybersecurity Intern,Remote,Wipro,16-06-2023,Biswanath,Assam,Unpaid,Immediately,12 Weeks,1,17-06-2023,"Security Tools, Firewalls, Linux, Ethical Hacking, Networking"
Cloud Computing Intern,Remote,HCL Technologies,22-06-2023,Biswanath,Assam,Unpaid,Immediately,12 Weeks,1,22-06-2023,"AWS, Linux, CI/CD, Docker"
AI & Machine Learning Intern,Hybrid,Tech Mahindra,23-06-2023,Areraj,Bihar,12000 /month,Immediately,8 Weeks,1,26-06-2023,"Scikit-learn, NLP, Deep Learning"
Web Development Intern,Remote,Accenture,23-06-2023,Biswanath,Assam,Unpaid,Immediately,12 Weeks,1,23-06-2023,"CSS, Node.js, React, JavaScript"
Mobile App Development Intern,Hybrid,Capgemini,23-06-2023,Biswanath,Assam,Unpaid,Immediately,12 Weeks,1,23-06-2023,"Swift, React Native, Kotlin, Dart, Java"
UI/UX Design Intern,Remote,IBM India,26-06-2023,Rajnandgaon,Chhattisgarh,2500 /month,Immediately,3 Months,1,05-07-2023,"Adobe XD, Prototyping, Sketch, User Research"
DevOps Intern,Hybrid,Cognizant,01-07-2023,Jorhat,Assam,Unpaid,Immediately,2 Months,2,15-07-2023,"Docker, Git, Jenkins, Linux"
Blockchain Intern,Hybrid,Oracle India,03-07-2023,Kamrup Metropolitan,Assam,Unpaid,Immediately,2 Months,4,31-10-2023,"Solidity, Cryptography, Hyperledger, Web3"
Software Development Intern,Remote,Infosys,03-07-2023,Kamrup Metropolitan,Assam,Unpaid,Immediately,2 Months,17,28-02-2025,"Git, C++, Java, OOP, Problem Solving"
Data Science Intern,Remote,TCS,03-07-2023,Ainapur,Karnataka,Unpaid,Immediately,2 Months,1,15-07-2023,"Pandas, SQL, Machine Learning, Statistics"
Cybersecurity Intern,Hybrid,Wipro,05-07-2023,Jorhat,Assam,Unpaid,Immediately,2 Months,1,10-07-2023,"Networking, Cryptography, Ethical Hacking, Security Tools"
Cloud Computing Intern,Remote,HCL Technologies,06-07-2023,Tinsukia,Assam,Unpaid,Immediately,8 Weeks,3,06-08-2023,"Kubernetes, AWS, Azure, Linux"
AI & Machine Learning Intern,Hybrid,Tech Mahindra,07-07-2023,Bathinda,Punjab,12000 /month,Immediately,2 Months,2,11-07-2023,"TensorFlow, Python, Deep Learning, NLP"
Web Development Intern,Hybrid,Accenture,07-07-2023,Rajnandgaon,Chhattisgarh,2500 /month,Immediately,3 Months,1,25-07-2023,"PHP, Node.js, JavaScript"
Mobile App Development Intern,Hybrid,Capgemini,11-07-2023,Kamrup,Assam,Unpaid,Immediately,2 Months,2,30-09-2023,"React Native, Swift, Dart, Java, Flutter"
UI/UX Design Intern,Remote,IBM India,11-07-2023,Kamrup,Assam,Unpaid,Immediately,2 Months,5,20-07-2023,"Sketch, Figma, User Research, Prototyping"
DevOps Intern,Hybrid,Cognizant,12-07-2023,Bhiwandi,Maharashtra,9000 /month,Immediately,11 Months,1,31-07-2023,"Git, Docker, Jenkins"
Blockchain Intern,Hybrid,Oracle India,12-07-2023,Bhiwandi,Maharashtra,Unpaid,Immediately,3 Months,8,31-07-2023,"Cryptography, Ethereum, Smart Contracts"
Software Development Intern,Hybrid,Infosys,14-07-2023,Nagpur,Maharashtra,Unpaid,Immediately,6 Months,2,31-07-2023,"OOP, SQL, Problem Solving, Java"
Data Science Intern,Remote,TCS,15-07-2023,Chirang,Assam,Unpaid,Immediately,2 Months,1,31-01-2024,"R, SQL, Python, Power BI, Machine Learning"
Cybersecurity Intern,Remote,Wipro,15-07-2023,Chirang,Assam,Unpaid,Immediately,2 Months,2,30-11-2023,"Firewalls, Networking, Linux, Security Tools, Ethical Hacking"
Cloud Computing Intern,Remote,HCL Technologies,15-07-2023,Chirang,Assam,Unpaid,Immediately,2 Months,2,31-01-2024,"AWS, CI/CD, Linux, Azure"
AI & Machine Learning Intern,Hybrid,Tech Mahindra,18-07-2023,Muzaffarpur,Bihar,12000 /month,Immediately,3 Months,1,31-07-2023,"NLP, Python, Deep Learning, PyTorch"
Web Development Intern,Remote,Accenture,19-07-2023,Barpeta,Assam,Unpaid,Immediately,8 Weeks,1,01-08-2023,"PHP, JavaScript, MongoDB, HTML"
Mobile App Development Intern,Hybrid,Capgemini,20-07-2023,Dhubri,Assam,Unpaid,Immediately,3 Months,5,31-08-2023,"Flutter, React Native, Dart"
UI/UX Design Intern,Remote,IBM India,20-07-2023,Dhubri,Assam,Unpaid,Immediately,3 Months,5,31-07-2023,"Prototyping, Wireframing, Adobe XD, Sketch, User Research"
DevOps Intern,Remote,Cognizant,22-07-2023,Pune,Maharashtra,Unpaid,Immediately,52 Weeks,2,10-07-2024,"Docker, Linux, Jenkins, CI/CD, Git"
Blockchain Intern,Remote,Oracle India,24-07-2023,Dhubri,Assam,Unpaid,Immediately,6 Months,5,15-08-2023,"Smart Contracts, Hyperledger, Solidity"
Software Development Intern,Remote,Infosys,24-07-2023,Dhubri,Assam,5000 /month,Immediately,12 Weeks,5,30-07-2023,"C++, OOP, Problem Solving, Python"
Data Science Intern,Remote,TCS,24-07-2023,Mangaldoi,Assam,Unpaid,Immediately,3 Months,2,15-08-2023,"SQL, R, Python"
Cybersecurity Intern,Remote,Wipro,24-07-2023,Dhubri,Assam,Unpaid,Immediately,3 Months,5,30-07-2023,"Ethical Hacking, Linux, Firewalls"
Cloud Computing Intern,Hybrid,HCL Technologies,25-07-2023,Sorbhog,Assam,Unpaid,Immediately,8 Weeks,3,31-12-2023,"Kubernetes, Linux, Azure, Docker"
AI & Machine Learning Intern,Remote,Tech Mahindra,27-07-2023,Barpeta,Assam,Unpaid,Immediately,8 Weeks,3,30-09-2023,"Scikit-learn, PyTorch, NLP, TensorFlow, Python"
Web Development Intern,Remote,Accenture,27-07-2023,Hailakandi,Assam,Unpaid,Immediately,6 Months,5,25-08-2023,"CSS, React, JavaScript, MongoDB"
Mobile App Development Intern,Remote,Capgemini,28-07-2023,Dhubri,Assam,Unpaid,Immediately,3 Months,5,30-08-2023,"Kotlin, Swift, Flutter, Java, React Native"
UI/UX Design Intern,Hybrid,IBM India,28-07-2023,Hailakandi,Assam,Unpaid,Immediately,6 Months,2,25-08-2023,"User Research, Adobe XD, Sketch, Wireframing, Figma"
DevOps Intern,Hybrid,Cognizant,28-07-2023,Hailakandi,Assam,Unpaid,Immediately,6 Months,2,25-08-2023,"Git, Docker, Jenkins, CI/CD"
Blockchain Intern,Remote,Oracle India,28-07-2023,Hailakandi,Assam,Unpaid,Immediately,6 Months,2,25-08-2023,"Web3, Hyperledger, Smart Contracts, Ethereum, Cryptography"
Software Development Intern,Hybrid,Infosys,01-08-2023,Tinsukia,Assam,Unpaid,Immediately,8 Weeks,3,31-08-2023,"C++, Git, Java"
Data Science Intern,Remote,TCS,01-08-2023,Tinsukia,Assam,Unpaid,Immediately,8 Weeks,3,31-08-2023,"Pandas, SQL, Python, Statistics"
Cybersecurity Intern,Remote,Wipro,01-08-2023,Tinsukia,Assam,Unpaid,Immediately,8 Weeks,3,31-08-2023,"Security Tools, Ethical Hacking, Firewalls, Cryptography, Networking"
Cloud Computing Intern,Remote,HCL Technologies,01-08-2023,Hailakandi,Assam,Unpaid,Immediately,6 Months,2,31-08-2023,"Kubernetes, CI/CD, Terraform"
AI & Machine Learning Intern,Hybrid,Tech Mahindra,01-08-2023,Hailakandi,Assam,Unpaid,Immediately,6 Months,3,25-08-2023,"TensorFlow, Python, NLP, PyTorch"
Web Development Intern,Remote,Accenture,02-08-2023,Muzaffarpur,Bihar,12000 /month,Immediately,3 Months,1,08-08-2023,"HTML, PHP, Node.js, React"
Mobile App Development Intern,Remote,Capgemini,09-08-2023,Darrang,Assam,Unpaid,Immediately,Months,2,31-08-2023,"Dart, Flutter, Java, Swift, React Native"
UI/UX Design Intern,Remote,IBM India,11-08-2023,Golaghat,Assam,Unpaid,Immediately,2 Months,5,15-08-2023,"Sketch, Wireframing, Adobe XD, User Research"
DevOps Intern,Hybrid,Cognizant,24-08-2023,Kamrup Metropolitan,Assam,Unpaid,Immediately,2 Months,11,24-11-2023,"Jenkins, CI/CD, Linux, Kubernetes"
Blockchain Intern,Hybrid,Oracle India,27-09-2023,Tezpur,Assam,2 /month,Immediately,2 Months,3,31-10-2023,"Solidity, Ethereum, Smart Contracts"
Software Development Intern,Hybrid,Infosys,27-09-2023,Chandigarh,Punjab,5000 /month,Immediately,2 Months,1,23-01-2024,"Java, C++, Git, OOP"
Data Science Intern,Remote,TCS,09-10-2023,New Delhi,Delhi,Unpaid,Immediately,2 Months,20,20-10-2023,"TensorFlow, Power BI, Pandas"
Cybersecurity Intern,Remote,Wipro,09-10-2023,New Delhi,Delhi,Unpaid,Immediately,2 Months,10,15-10-2023,"Linux, Ethical Hacking, Networking, Firewalls, Security Tools"
Cloud Computing Intern,Hybrid,HCL Technologies,09-10-2023,New Delhi,Delhi,Unpaid,Immediately,2 Months,5,15-10-2023,"Linux, Terraform, AWS"
AI & Machine Learning Intern,Hybrid,Tech Mahindra,11-10-2023,Jalandhar,Punjab,10000 /month,Immediately,12 Weeks,2,02-11-2023,"Python, Scikit-learn, Deep Learning, TensorFlow"
Web Development Intern,Remote,Accenture,11-10-2023,Nagpur,Maharashtra,Unpaid,Immediately,6 Months,10,19-11-2023,"JavaScript, Node.js, HTML, React, CSS"
Mobile App Development Intern,Remote,Capgemini,11-10-2023,Nashik,Maharashtra,Unpaid,Immediately,8 Weeks,6,15-11-2023,"Dart, Java, Swift, Flutter, React Native"
UI/UX Design Intern,Hybrid,IBM India,03-11-2023,Patiala,Punjab,10000 /month,Immediately,5 Months,1,10-02-2024,"Wireframing, Prototyping, Sketch, Figma, Adobe XD"
DevOps Intern,Remote,Cognizant,09-11-2023,Amritsar,Punjab,10000 /month,Immediately,8 Weeks,3,14-11-2023,"Linux, Jenkins, CI/CD"
Blockchain Intern,Remote,Oracle India,25-11-2023,Thiruvananthapuram,Kerala,8000 /month,Immediately,3 Months,3,31-05-2024,"Web3, Hyperledger, Cryptography, Smart Contracts, Solidity"
Software Development Intern,Remote,Infosys,25-11-2023,Thiruvananthapuram,Kerala,8000 /month,Immediately,1 month,93,04-06-2024,"SQL, Java, Git"
Data Science Intern,Remote,TCS,28-11-2023,Ludhiana,Punjab,10000 /month,Immediately,12 Weeks,1,02-12-2023,"Pandas, Machine Learning, Python, TensorFlow"
Cybersecurity Intern,Hybrid,Wipro,01-12-2023,Nagpur,Maharashtra,Unpaid,Immediately,6 Months,7,10-12-2023,"Ethical Hacking, Firewalls, Linux, Security Tools, Networking"
Cloud Computing Intern,Hybrid,HCL Technologies,10-12-2023,Sagar,Madhya Pradesh,Unpaid,Immediately,2 Months,1,18-12-2023,"Kubernetes, Linux, Terraform"
AI & Machine Learning Intern,Hybrid,Tech Mahindra,14-12-2023,Manmad,Maharashtra,Unpaid,Immediately,8 Weeks,3,18-12-2023,"TensorFlow, Python, PyTorch, Deep Learning, NLP"
Web Development Intern,Hybrid,Accenture,15-12-2023,Jagraon,Punjab,10000 /month,Immediately,8 Weeks,1,20-03-2024,"JavaScript, Node.js, React, PHP"
Mobile App Development Intern,Hybrid,Capgemini,22-01-2024,Shorapur,Karnataka,Unpaid,Immediately,5 Months,4,25-01-2024,"Swift, Dart, Flutter, React Native, Java"
UI/UX Design Intern,Hybrid,IBM India,22-01-2024,Yadgir,Karnataka,Unpaid,Immediately,5 Months,6,14-02-2024,"Prototyping, Figma, Adobe XD, User Research"
DevOps Intern,Hybrid,Cognizant,23-01-2024,Kakkera,Karnataka,Unpaid,Immediately,5 Months,3,19-03-2024,"Jenkins, Linux, Kubernetes"
Blockchain Intern,Hybrid,Oracle India,23-01-2024,Kembhavi,Karnataka,Unpaid,Immediately,5 Months,2,05-02-2024,"Hyperledger, Ethereum, Cryptography, Web3, Smart Contracts"
Software Development Intern,Remote,Infosys,23-01-2024,Hunsagi,Karnataka,Unpaid,Immediately,5 Months,1,31-01-2024,"Python, Git, C++, OOP"
Data Science Intern,Hybrid,TCS,23-01-2024,Gurumatkal,Karnataka,Unpaid,Immediately,5 Months,2,31-01-2024,"Machine Learning, R, Pandas, TensorFlow, Power BI"
Cybersecurity Intern,Hybrid,Wipro,24-01-2024,Chickmagalur,Karnataka,Unpaid,Immediately,5 Months,11,05-02-2024,"Networking, Firewalls, Ethical Hacking, Security Tools"
Cloud Computing Intern,Remote,HCL Technologies,24-01-2024,Davangere,Karnataka,2500 /month,Immediately,8 Weeks,38,29-02-2024,"Docker, Terraform, Linux, Azure"
AI & Machine Learning Intern,Remote,Tech Mahindra,25-01-2024,Kadur,Karnataka,Unpaid,Immediately,3 Months,3,05-02-2024,"PyTorch, Scikit-learn, TensorFlow"
Web Development Intern,Hybrid,Accenture,25-01-2024,Kaup,Karnataka,8334 /month,Immediately,3 Months,5,24-09-2024,"CSS, React, Node.js, HTML"
Mobile App Development Intern,Remote,Capgemini,25-01-2024,Mulki,Karnataka,2500 /month,Immediately,2 Months,1,31-01-2024,"Dart, Flutter, Kotlin, Java, Swift"
UI/UX Design Intern,Remote,IBM India,29-01-2024,Shikaripura,Karnataka,5000 /month,Immediately,5 Months,3,15-02-2024,"User Research, Figma, Sketch"
DevOps Intern,Remote,Cognizant,30-01-2024,Udipi,Karnataka,1000 /month,Immediately,5 Months,1,11-03-2024,"Jenkins, Docker, Git"
Blockchain Intern,Remote,Oracle India,31-01-2024,Udipi,Karnataka,5000 /month,Immediately,2 Months,10,30-10-2024,"Cryptography, Solidity, Smart Contracts"
Software Development Intern,Remote,Infosys,31-01-2024,Udipi,Karnataka,1000 /month,Immediately,2 Months,1,05-02-2024,"SQL, Git, Python, OOP"
Data Science Intern,Remote,TCS,31-01-2024,Jog-Kargal,Karnataka,5000 /month,Immediately,2 Months,1,31-01-2024,"Statistics, R, Power BI, TensorFlow, Pandas"
Cybersecurity Intern,Hybrid,Wipro,31-01-2024,Udipi,Karnataka,5000 /month,Immediately,2 Months,10,03-02-2024,"Ethical Hacking, Security Tools, Linux"
Cloud Computing Intern,Hybrid,HCL Technologies,31-01-2024,Shikaripura,Karnataka,5000 /month,Immediately,3 Months,1,01-08-2024,"Linux, Terraform, CI/CD"
AI & Machine Learning Intern,Remote,Tech Mahindra,01-02-2024,Mangalore,Karnataka,2500 /month,Immediately,2 Months,14,26-10-2024,"NLP, Scikit-learn, PyTorch, Deep Learning"
Web Development Intern,Hybrid,Accenture,01-02-2024,Udipi,Karnataka,5000 /month,Immediately,2 Months,10,03-02-2024,"MongoDB, Node.js, CSS, JavaScript"
Mobile App Development Intern,Remote,Capgemini,01-02-2024,Sullia,Karnataka,2500 /month,Immediately,2 Months,1,06-11-2024,"Java, Flutter, Swift, Kotlin, React Native"
UI/UX Design Intern,Remote,IBM India,01-02-2024,Kampli,Karnataka,5000 /month,Immediately,2 Months,6,02-03-2024,"Prototyping, Adobe XD, Wireframing, User Research"
DevOps Intern,Hybrid,Cognizant,03-02-2024,Tekkalakote,Karnataka,2500 /month,Immediately,2 Months,3,07-02-2024,"Docker, CI/CD, Kubernetes, Git, Linux"
Blockchain Intern,Remote,Oracle India,03-02-2024,Vitla,Karnataka,2500 /month,Immediately,2 Months,1,03-02-2024,"Web3, Ethereum, Hyperledger, Solidity, Cryptography"
Software Development Intern,Remote,Infosys,05-02-2024,Tarikere,Karnataka,1000 /month,Immediately,5 Months,4,08-04-2024,"Java, SQL, Git"
Data Science Intern,Hybrid,TCS,05-02-2024,Bellary,Karnataka,2500 /month,Immediately,2 Months,35,20-02-2024,"Machine Learning, Power BI, Pandas"
Cybersecurity Intern,Remote,Wipro,05-02-2024,Sandur,Karnataka,2500 /month,Immediately,2 Months,3,07-02-2024,"Cryptography, Ethical Hacking, Networking, Firewalls, Security Tools"
Cloud Computing Intern,Remote,HCL Technologies,06-02-2024,Kudathini,Karnataka,2500 /month,Immediately,2 Months,3,08-02-2024,"Kubernetes, Azure, CI/CD, Docker, Linux"
AI & Machine Learning Intern,Hybrid,Tech Mahindra,06-02-2024,Kampli,Karnataka,5000 /month,Immediately,2 Months,6,06-02-2024,"PyTorch, Deep Learning, TensorFlow, NLP"
Web Development Intern,Remote,Accenture,06-02-2024,Bellary,Karnataka,2500 /month,Immediately,2 Months,2,08-02-2024,"PHP, MongoDB, JavaScript"
Mobile App Development Intern,Hybrid,Capgemini,06-02-2024,Kurugodu,Karnataka,2500 /month,Immediately,2 Months,2,08-02-2024,"Dart, React Native, Swift, Flutter"
UI/UX Design Intern,Hybrid,IBM India,06-02-2024,Siruguppa,Karnataka,2500 /month,Immediately,12 Months,5,08-02-2024,"Sketch, Prototyping, Figma, Adobe XD"
DevOps Intern,Remote,Cognizant,06-02-2024,Ankola,Karnataka,5000 /month,Immediately,5 Months,3,09-02-2024,"Git, Linux, Kubernetes, Jenkins, CI/CD"
Blockchain Intern,Hybrid,Oracle India,06-02-2024,Siruguppa,Karnataka,2500 /month,Immediately,2 Months,5,08-02-2024,"Cryptography, Ethereum, Smart Contracts, Web3, Hyperledger"
Software Development Intern,Hybrid,Infosys,06-02-2024,Siruguppa,Karnataka,2500 /month,Immediately,2 Months,5,08-02-2024,"Git, Python, SQL, OOP, C++"
Data Science Intern,Remote,TCS,07-02-2024,Siruguppa,Karnataka,2500 /month,Immediately,2 Months,5,08-02-2024,"R, TensorFlow, Pandas, Statistics, Python"
Cybersecurity Intern,Hybrid,Wipro,07-02-2024,Kollegal,Karnataka,2500 /month,Immediately,2 Months,6,15-02-2024,"Security Tools, Firewalls, Networking, Ethical Hacking"
Cloud Computing Intern,Remote,HCL Technologies,07-02-2024,Puttur,Karnataka,2500 /month,Immediately,2 Months,3,15-02-2024,"Docker, Azure, Kubernetes, CI/CD, AWS"
AI & Machine Learning Intern,Hybrid,Tech Mahindra,07-02-2024,Siruguppa,Karnataka,2500 /month,Immediately,2 Months,5,07-02-2024,"Scikit-learn, PyTorch, Deep Learning, Python, TensorFlow"
Web Development Intern,Hybrid,Accenture,08-02-2024,Tavaragera,Karnataka,3000 /month,Immediately,2 Months,2,22-03-2024,"CSS, MongoDB, React"
Mobile App Development Intern,Hybrid,Capgemini,08-02-2024,Gajendragad,Karnataka,1500 /month,Immediately,3 Months,3,24-01-2025,"Swift, Java, Dart, Kotlin, React Native"
UI/UX Design Intern,Remote,IBM India,08-02-2024,Harapanahalli,Karnataka,2500 /month,Immediately,2 Months,4,17-02-2024,"User Research, Figma, Sketch, Adobe XD, Wireframing"
DevOps Intern,Hybrid,Cognizant,08-02-2024,Shirahatti,Karnataka,1660 /month,Immediately,12 Weeks,2,08-09-2024,"Jenkins, Docker, Git"
Blockchain Intern,Remote,Oracle India,08-02-2024,Hirekerur,Karnataka,2500 /month,Immediately,2 Months,2,18-02-2024,"Hyperledger, Web3, Cryptography"
Software Development Intern,Hybrid,Infosys,08-02-2024,Lakshmeshwara,Karnataka,5000 /month,Immediately,3 Months,3,27-09-2024,"Python, OOP, Git"
Data Science Intern,Remote,TCS,08-02-2024,Harapanahalli,Karnataka,2500 /month,Immediately,2 Months,4,17-03-2024,"TensorFlow, Statistics, Machine Learning"
Cybersecurity Intern,Hybrid,Wipro,09-02-2024,Hangal,Karnataka,2500 /month,Immediately,2 Months,3,18-02-2024,"Security Tools, Linux, Firewalls, Cryptography"
Cloud Computing Intern,Hybrid,HCL Technologies,09-02-2024,Mulki,Karnataka,2500 /month,Immediately,2 Months,1,30-05-2024,"Kubernetes, Linux, CI/CD, AWS"
AI & Machine Learning Intern,Hybrid,Tech Mahindra,09-02-2024,Nargund,Karnataka,5000 /month,Immediately,12 Weeks,4,20-11-2024,"Python, PyTorch, Deep Learning, TensorFlow"
Web Development Intern,Remote,Accenture,09-02-2024,Channapatna,Karnataka,2000 /month,Immediately,2 Months,8,17-02-2024,"CSS, HTML, PHP, Node.js, React"
Mobile App Development Intern,Remote,Capgemini,09-02-2024,Sakleshpur,Karnataka,20000 /month,Immediately,3 Months,2,28-02-2024,"React Native, Java, Swift, Kotlin, Flutter"
UI/UX Design Intern,Remote,IBM India,09-02-2024,Harapanahalli,Karnataka,2500 /month,Immediately,2 Months,4,14-02-2024,"Wireframing, Sketch, Adobe XD, Figma, Prototyping"
DevOps Intern,Remote,Cognizant,09-02-2024,Kotekar,Karnataka,2500 /month,Immediately,6 Months,1,02-12-2024,"Jenkins, CI/CD, Docker, Kubernetes, Git"
Blockchain Intern,Hybrid,Oracle India,09-02-2024,Nayakanahatti,Karnataka,Unpaid,Immediately,5 Months,2,15-02-2024,"Smart Contracts, Cryptography, Ethereum"
Software Development Intern,Remote,Infosys,09-02-2024,Chitradurga,Karnataka,2500 /month,Immediately,2 Months,14,10-12-2024,"Python, OOP, Problem Solving, Java"
Data Science Intern,Hybrid,TCS,09-02-2024,Ron,Karnataka,5000 /month,Immediately,12 Weeks,2,19-02-2024,"Machine Learning, Statistics, R"
Cybersecurity Intern,Hybrid,Wipro,09-02-2024,Harapanahalli,Karnataka,2500 /month,Immediately,2 Months,4,14-02-2024,"Cryptography, Networking, Ethical Hacking, Security Tools, Firewalls"
Cloud Computing Intern,Remote,HCL Technologies,10-02-2024,Kolar,Karnataka,1650 /month,Immediately,3 Months,4,24-05-2024,"Terraform, Azure, AWS"
AI & Machine Learning Intern,Remote,Tech Mahindra,12-02-2024,Mudalgi,Karnataka,5000 /month,Immediately,3 Months,1,20-06-2024,"Scikit-learn, TensorFlow, PyTorch"
Web Development Intern,Remote,Accenture,12-02-2024,Yelandur,Karnataka,2500 /month,Immediately,2 Months,1,25-02-2024,"MongoDB, PHP, Node.js"
Mobile App Development Intern,Remote,Capgemini,12-02-2024,Hiriyur,Karnataka,5000 /month,Immediately,3 Months,5,20-02-2024,"React Native, Dart, Flutter, Swift"
UI/UX Design Intern,Hybrid,IBM India,12-02-2024,Yelandur,Karnataka,1666 /month,Immediately,3 Months,1,05-10-2024,"Adobe XD, Prototyping, User Research, Sketch, Figma"
